"Feature_ID","Symbol"
"MIR4306","MIR4306"
"MIR4265","MIR4265"
"MIR4320","MIR4320"
"MIR3115","MIR3115"
"MIR378C","MIR378C"
"MIR4270","MIR4270"
"MIR3152","MIR3152"
"MIR3117","MIR3117"
"MIR4297","MIR4297"
"MIR4279","MIR4279"
"MIR3192","MIR3192"
"MIR3148","MIR3148"
"MIR3124","MIR3124"
"MIR3162","MIR3162"
"MIR3170","MIR3170"
"MIR4325","MIR4325"
"MIR1244-2","MIR1244-2"
"MIR4280","MIR4280"
"MIR4264","MIR4264"
"MIR3194","MIR3194"
"MIR4327","MIR4327"
"MIR3157","MIR3157"
"MIR3154","MIR3154"
"MIR4260","MIR4260"
"MIR4294","MIR4294"
"MIR3140","MIR3140"
"MIR4302","MIR4302"
"MIR4255","MIR4255"
"MIR3190","MIR3190"
"MIR4288","MIR4288"
"MIR3193","MIR3193"
"MIR4311","MIR4311"
"MIR3156-2","MIR3156-2"
"MIR3129","MIR3129"
"MIR4295","MIR4295"
"MIR500B","MIR500B"
"MIR3200","MIR3200"
"MIR320E","MIR320E"
"MIR4253","MIR4253"
"MIR3065","MIR3065"
"MIR3201","MIR3201"
"MIR4283-1","MIR4283-1"
"MIR3167","MIR3167"
"MIR548X","MIR548X"
"MIR4303","MIR4303"
"MIR4322","MIR4322"
"MIR4291","MIR4291"
"MIR3127","MIR3127"
"MIR4261","MIR4261"
"MIR4330","MIR4330"
"MIR4304","MIR4304"
"MIR4328","MIR4328"
"MIR3143","MIR3143"
"MIR3153","MIR3153"
"MIR4275","MIR4275"
"MIR3142","MIR3142"
"MIR3147","MIR3147"
"MIR4305","MIR4305"
"MIR4272","MIR4272"
"MIR3189","MIR3189"
"MIR3186","MIR3186"
"MIR4326","MIR4326"
"MIR3122","MIR3122"
"MIR4284","MIR4284"
"MIR3141","MIR3141"
"MIR3165","MIR3165"
"MIR4309","MIR4309"
"MIR3131","MIR3131"
"MIR4268","MIR4268"
"MIR4281","MIR4281"
"MIR4290","MIR4290"
"MIR4263","MIR4263"
"MIR4277","MIR4277"
"MIR3146","MIR3146"
"MIR4251","MIR4251"
"MIR2909","MIR2909"
"MIR4312","MIR4312"
"MIR3169","MIR3169"
"MIR3178","MIR3178"
"MIR4252","MIR4252"
"MIR4256","MIR4256"
"MIR4324","MIR4324"
"MIR4323","MIR4323"
"MIR3173","MIR3173"
"MIR4314","MIR4314"
"MIR4308","MIR4308"
"MIR3125","MIR3125"
"MIR3202-1","MIR3202-1"
"MIR3156-1","MIR3156-1"
"MIR3155A","MIR3155A"
"MIR3134","MIR3134"
"MIR3151","MIR3151"
"MIR4267","MIR4267"
"MIR3175","MIR3175"
"MIR4262","MIR4262"
"MIR4257","MIR4257"
"MIR4278","MIR4278"
"MIR3145","MIR3145"
"MIR4315-1","MIR4315-1"
"MIR4282","MIR4282"
"MIR3179-3","MIR3179-3"
"MIR4329","MIR4329"
"MIR3138","MIR3138"
"MIR3177","MIR3177"
"MIR4310","MIR4310"
"MIR3196","MIR3196"
"MIR4289","MIR4289"
"MIR3156-3","MIR3156-3"
"MIR4307","MIR4307"
"MIR4258","MIR4258"
"MIR4298","MIR4298"
"MIR3197","MIR3197"
"MIR3198-1","MIR3198-1"
"MIR4299","MIR4299"
"MIR4266","MIR4266"
"MIR4254","MIR4254"
"MIR3126","MIR3126"
"MIR4321","MIR4321"
"MIR3121","MIR3121"
"MIR3199-1","MIR3199-1"
"MIR4313","MIR4313"
"MIR2355","MIR2355"
"MIR3176","MIR3176"
"MIR3132","MIR3132"
"MIR4296","MIR4296"
"MIR4276","MIR4276"
"MIR4269","MIR4269"
"IGLL5","IGLL5"
"TOM1","TOM1"
"KLRF2","KLRF2"
"SH2D3C","SH2D3C"
"SH2D3A","SH2D3A"
"MAMLD1","MAMLD1"
"MICOS10P1","MICOS10P1"
"MTRNR2L1","MTRNR2L1"
"MTRNR2L2","MTRNR2L2"
"MTRNR2L3","MTRNR2L3"
"MTRNR2L4","MTRNR2L4"
"MTRNR2L5","MTRNR2L5"
"MTRNR2L6","MTRNR2L6"
"MTRNR2L8","MTRNR2L8"
"MTRNR2L10","MTRNR2L10"
"CST8","CST8"
"RANBP9","RANBP9"
"DNAJB6","DNAJB6"
"LINC00881","LINC00881"
"THAP9-AS1","THAP9-AS1"
"BAALC-AS1","BAALC-AS1"
"LOC100499194","LOC100499194"
"USP2-AS1","USP2-AS1"
"LINC00987","LINC00987"
"LINC00674","LINC00674"
"LINC00673","LINC00673"
"CCDC180","CCDC180"
"SUGT1P4-STRA6LP","SUGT1P4-STRA6LP"
"LOC100499489","LOC100499489"
"CDH7","CDH7"
"SLC17A4","SLC17A4"
"SRSF3P2","SRSF3P2"
"MIR3659","MIR3659"
"MIR3685","MIR3685"
"MIR3919","MIR3919"
"MIR23C","MIR23C"
"MIR3620","MIR3620"
"MIR3677","MIR3677"
"MIR3646","MIR3646"
"MIR3616","MIR3616"
"MIR3649","MIR3649"
"MIR3612","MIR3612"
"MIR3945","MIR3945"
"MIR3609","MIR3609"
"MIR3910-1","MIR3910-1"
"MIR3920","MIR3920"
"MIR3650","MIR3650"
"MIR3660","MIR3660"
"MIR3909","MIR3909"
"MIR3619","MIR3619"
"MIR3943","MIR3943"
"MIR3912","MIR3912"
"MIR3924","MIR3924"
"MIR3907","MIR3907"
"MIR3606","MIR3606"
"MIR3678","MIR3678"
"MIR3922","MIR3922"
"MIR3664","MIR3664"
"MIR3689A","MIR3689A"
"MIR3916","MIR3916"
"MIR3682","MIR3682"
"MIR3180-4","MIR3180-4"
"MIR3605","MIR3605"
"MIR3671","MIR3671"
"MIR3939","MIR3939"
"MIR3921","MIR3921"
"MIR3648-1","MIR3648-1"
"MIR3936","MIR3936"
"MIR3941","MIR3941"
"MIR3684","MIR3684"
"MIR3926-1","MIR3926-1"
"MIR3622B","MIR3622B"
"MIR3911","MIR3911"
"MIR3938","MIR3938"
"MIR3675","MIR3675"
"MIR3679","MIR3679"
"MIR3668","MIR3668"
"MIR3662","MIR3662"
"MIR3688-1","MIR3688-1"
"MIR3925","MIR3925"
"MIR676","MIR676"
"MIR3940","MIR3940"
"MIR3935","MIR3935"
"MIR3663","MIR3663"
"MIR3690","MIR3690"
"MIR548AA2","MIR548AA2"
"MIR3666","MIR3666"
"MIR3692","MIR3692"
"MIR3691","MIR3691"
"MIR3928","MIR3928"
"MIR3942","MIR3942"
"MIR3661","MIR3661"
"MIR3689B","MIR3689B"
"MIR3150B","MIR3150B"
"MIR3613","MIR3613"
"MIR3908","MIR3908"
"MIR3944","MIR3944"
"MIR3180-5","MIR3180-5"
"MIR548Y","MIR548Y"
"CCDC179","CCDC179"
"MMD2","MMD2"
"IQCJ-SCHIP1","IQCJ-SCHIP1"
"LINC01539","LINC01539"
"TEX48","TEX48"
"PRKAG2-AS1","PRKAG2-AS1"
"PCAT19","PCAT19"
"ISM1-AS1","ISM1-AS1"
"RBM26-AS1","RBM26-AS1"
"SLIT1-AS1","SLIT1-AS1"
"LINC01095","LINC01095"
"LOC100505549","LOC100505549"
"LINC00578","LINC00578"
"LINC00672","LINC00672"
"LINC00838","LINC00838"
"LRRC3C","LRRC3C"
"LINC00919","LINC00919"
"LOC100505622","LOC100505622"
"GTF3C2-AS1","GTF3C2-AS1"
"LINC01133","LINC01133"
"MALINC1","MALINC1"
"FGD5-AS1","FGD5-AS1"
"RAD51-AS1","RAD51-AS1"
"DIAPH1-AS1","DIAPH1-AS1"
"LINC00967","LINC00967"
"DCST1-AS1","DCST1-AS1"
"RRS1-AS1","RRS1-AS1"
"STARD4-AS1","STARD4-AS1"
"UBE2Q2L","UBE2Q2L"
"NAPA-AS1","NAPA-AS1"
"LINC00888","LINC00888"
"SH3BP5-AS1","SH3BP5-AS1"
"LINC01094","LINC01094"
"LOC100505715","LOC100505715"
"LOC100505716","LOC100505716"
"LINC01592","LINC01592"
"KRTAP9-7","KRTAP9-7"
"MIR4458HG","MIR4458HG"
"SPATA1","SPATA1"
"ITGB2-AS1","ITGB2-AS1"
"KRTAP16-1","KRTAP16-1"
"RPARP-AS1","RPARP-AS1"
"LINC01364","LINC01364"
"LINC01541","LINC01541"
"LOC100505782","LOC100505782"
"OSER1-DT","OSER1-DT"
"PBX1-AS1","PBX1-AS1"
"SNHG18","SNHG18"
"CARD8-AS1","CARD8-AS1"
"LINC02582","LINC02582"
"STK4-AS1","STK4-AS1"
"LINC01532","LINC01532"
"SH3PXD2A-AS1","SH3PXD2A-AS1"
"LOC100505841","LOC100505841"
"ROPN1L-AS1","ROPN1L-AS1"
"APTR","APTR"
"LINC00920","LINC00920"
"LINC01088","LINC01088"
"CEBPZOS","CEBPZOS"
"MAGI2-AS3","MAGI2-AS3"
"SLIT2-IT1","SLIT2-IT1"
"TMEM161B-AS1","TMEM161B-AS1"
"LOC100505912","LOC100505912"
"LOC100505918","LOC100505918"
"LINC01549","LINC01549"
"ADD3-AS1","ADD3-AS1"
"LINC01304","LINC01304"
"LINC00645","LINC00645"
"ENO1-AS1","ENO1-AS1"
"LOC100505978","LOC100505978"
"SMIM31","SMIM31"
"PPP5D1","PPP5D1"
"APELA","APELA"
"LOC100506023","LOC100506023"
"CRPPA-AS1","CRPPA-AS1"
"PTOV1-AS1","PTOV1-AS1"
"LINC00989","LINC00989"
"GAS5-AS1","GAS5-AS1"
"LRRC72","LRRC72"
"LINC01005","LINC01005"
"RNASEH1-AS1","RNASEH1-AS1"
"SMG1P7","SMG1P7"
"DACT3-AS1","DACT3-AS1"
"RBFADN","RBFADN"
"LOC100506071","LOC100506071"
"LINC02749","LINC02749"
"LOC100506083","LOC100506083"
"LINC02275","LINC02275"
"LOC100506100","LOC100506100"
"LINC02431","LINC02431"
"LOC100506123","LOC100506123"
"LOC100506124","LOC100506124"
"TTC21B-AS1","TTC21B-AS1"
"TMEM35B","TMEM35B"
"LINC01568","LINC01568"
"LOC100506178","LOC100506178"
"LINC00963","LINC00963"
"LARGE-AS1","LARGE-AS1"
"LOC100506207","LOC100506207"
"MIR210HG","MIR210HG"
"PAXBP1-AS1","PAXBP1-AS1"
"LINC01093","LINC01093"
"RAB30-DT","RAB30-DT"
"LL22NC01-81G9.3","LL22NC01-81G9.3"
"KRBOX1","KRBOX1"
"LOC100506274","LOC100506274"
"LINC00958","LINC00958"
"HOTAIRM1","HOTAIRM1"
"GPRC5D-AS1","GPRC5D-AS1"
"LOC100506321","LOC100506321"
"LINC00649","LINC00649"
"INKA2-AS1","INKA2-AS1"
"FZD4-DT","FZD4-DT"
"PHACTR3-AS1","PHACTR3-AS1"
"LINC01426","LINC01426"
"LOC100506388","LOC100506388"
"LINC02398","LINC02398"
"GAS6-DT","GAS6-DT"
"LOC100506403","LOC100506403"
"ELOVL2-AS1","ELOVL2-AS1"
"LINC00871","LINC00871"
"PANTR1","PANTR1"
"LOC100506422","LOC100506422"
"CBR3-AS1","CBR3-AS1"
"LINC00648","LINC00648"
"SPAG5-AS1","SPAG5-AS1"
"RASSF8-AS1","RASSF8-AS1"
"SRD5A3-AS1","SRD5A3-AS1"
"TMEM147-AS1","TMEM147-AS1"
"LOC100506472","LOC100506472"
"LOC100506474","LOC100506474"
"EGFLAM-AS2","EGFLAM-AS2"
"DSCAM-AS1","DSCAM-AS1"
"LOC100506497","LOC100506497"
"SPTY2D1OS","SPTY2D1OS"
"NECTIN3-AS1","NECTIN3-AS1"
"THEGL","THEGL"
"C16orf95","C16orf95"
"PTPRN2-AS1","PTPRN2-AS1"
"PPP1R26-AS1","PPP1R26-AS1"
"LOC100506639","LOC100506639"
"PXN-AS1","PXN-AS1"
"LINC02876","LINC02876"
"LCMT1-AS2","LCMT1-AS2"
"OCLN","OCLN"
"DDX11-AS1","DDX11-AS1"
"NRAV","NRAV"
"AA06","AA06"
"SACS-AS1","SACS-AS1"
"IQCH-AS1","IQCH-AS1"
"LOC100506688","LOC100506688"
"PCAT6","PCAT6"
"LINC00327","LINC00327"
"EBLN3P","EBLN3P"
"ALOX12-AS1","ALOX12-AS1"
"NUP50-DT","NUP50-DT"
"LOC100506730","LOC100506730"
"FAM170B-AS1","FAM170B-AS1"
"SLFN12L","SLFN12L"
"CASP12","CASP12"
"AFF1-AS1","AFF1-AS1"
"MIR497HG","MIR497HG"
"LINC00629","LINC00629"
"OR7E37P","OR7E37P"
"IGSF11-AS1","IGSF11-AS1"
"TRG-AS1","TRG-AS1"
"TSPOAP1-AS1","TSPOAP1-AS1"
"HOXD-AS2","HOXD-AS2"
"LINC01354","LINC01354"
"ECE1-AS1","ECE1-AS1"
"TMEM30A-DT","TMEM30A-DT"
"LINC01132","LINC01132"
"MYLK-AS1","MYLK-AS1"
"GAS1RR","GAS1RR"
"LINC00840","LINC00840"
"IQCF4P","IQCF4P"
"GIHCG","GIHCG"
"TTN-AS1","TTN-AS1"
"LINC00933","LINC00933"
"ELOA3DP","ELOA3DP"
"LUARIS","LUARIS"
"MAGOH2P","MAGOH2P"
"LINC00665","LINC00665"
"PRKG1-AS1","PRKG1-AS1"
"ELOA-AS1","ELOA-AS1"
"LOC100506990","LOC100506990"
"PTPRG-AS1","PTPRG-AS1"
"GFY","GFY"
"MRLN","MRLN"
"TMCC1-AS1","TMCC1-AS1"
"PITRM1-AS1","PITRM1-AS1"
"TUNAR","TUNAR"
"TPBGL","TPBGL"
"LOC100507053","LOC100507053"
"LRCOL1","LRCOL1"
"MELTF-AS1","MELTF-AS1"
"PSMD6-AS2","PSMD6-AS2"
"TEX26-AS1","TEX26-AS1"
"CLIP1-AS1","CLIP1-AS1"
"DLG1-AS1","DLG1-AS1"
"PITPNM2-AS1","PITPNM2-AS1"
"GIMD1","GIMD1"
"ADAMTS9-AS2","ADAMTS9-AS2"
"ASAP1-IT2","ASAP1-IT2"
"PRC1-AS1","PRC1-AS1"
"LINC00707","LINC00707"
"SPART-AS1","SPART-AS1"
"LINC01792","LINC01792"
"LOC100507156","LOC100507156"
"BOLA3-AS1","BOLA3-AS1"
"LINC01012","LINC01012"
"SLFNL1-AS1","SLFNL1-AS1"
"LINC02525","LINC02525"
"SMLR1","SMLR1"
"LINC02740","LINC02740"
"LINC00943","LINC00943"
"CHASERR","CHASERR"
"RNF157-AS1","RNF157-AS1"
"VWA8-AS1","VWA8-AS1"
"MAMDC2-AS1","MAMDC2-AS1"
"SNHG16","SNHG16"
"LOC100507250","LOC100507250"
"LINC01013","LINC01013"
"MEG9","MEG9"
"STX18-AS1","STX18-AS1"
"ZNF865","ZNF865"
"TMEM44-AS1","TMEM44-AS1"
"SMC5-AS1","SMC5-AS1"
"ALKBH3-AS1","ALKBH3-AS1"
"ERVK13-1","ERVK13-1"
"LOC100507334","LOC100507334"
"SMIM18","SMIM18"
"LOC100507346","LOC100507346"
"LOC100507351","LOC100507351"
"LINC01015","LINC01015"
"LOC100507373","LOC100507373"
"LINC02882","LINC02882"
"LOC100507384","LOC100507384"
"LOC100507389","LOC100507389"
"LINC01968","LINC01968"
"SENCR","SENCR"
"LRP4-AS1","LRP4-AS1"
"TMLHE-AS1","TMLHE-AS1"
"C1QTNF1-AS1","C1QTNF1-AS1"
"TMEM178B","TMEM178B"
"MKNK1-AS1","MKNK1-AS1"
"ZNF571-AS1","ZNF571-AS1"
"MICA","MICA"
"LOC100507443","LOC100507443"
"CCDC28A-AS1","CCDC28A-AS1"
"PSMB8-AS1","PSMB8-AS1"
"DPH6-DT","DPH6-DT"
"GRID1-AS1","GRID1-AS1"
"LOC100507472","LOC100507472"
"IDH1-AS1","IDH1-AS1"
"LINC01277","LINC01277"
"SDCBP2-AS1","SDCBP2-AS1"
"EGFR-AS1","EGFR-AS1"
"LINC01569","LINC01569"
"ARHGEF26-AS1","ARHGEF26-AS1"
"THEG5","THEG5"
"STRIT1","STRIT1"
"LOC100507547","LOC100507547"
"FBXO30-DT","FBXO30-DT"
"LOC100507564","LOC100507564"
"RAB11B-AS1","RAB11B-AS1"
"BHLHE40-AS1","BHLHE40-AS1"
"LINC01016","LINC01016"
"TGFBR3L","TGFBR3L"
"LCT-AS1","LCT-AS1"
"TRIM52-AS1","TRIM52-AS1"
"LINC00837","LINC00837"
"KRTAP9-6","KRTAP9-6"
"LINC00658","LINC00658"
"LINC00968","LINC00968"
"LOC100507634","LOC100507634"
"LINC01606","LINC01606"
"MARK2P9","MARK2P9"
"MUC22","MUC22"
"GMDS-DT","GMDS-DT"
"CPB2-AS1","CPB2-AS1"
"SMC4","SMC4"
"GJC1","GJC1"
"ARPC4-TTLL3","ARPC4-TTLL3"
"RBM14-RBM4","RBM14-RBM4"
"CENPS-CORT","CENPS-CORT"
"RNF103-CHMP3","RNF103-CHMP3"
"SMIM35","SMIM35"
"EPPIN-WFDC6","EPPIN-WFDC6"
"NT5C1B-RDH14","NT5C1B-RDH14"
"CAHM","CAHM"
"INMT-MINDY4","INMT-MINDY4"
"SLX1B-SULT1A4","SLX1B-SULT1A4"
"SEPT5-GP1BB","SEPT5-GP1BB"
"FPGT-TNNI3K","FPGT-TNNI3K"
"GJA9-MYCBP","GJA9-MYCBP"
"MROH7-TTC4","MROH7-TTC4"
"PMF1-BGLAP","PMF1-BGLAP"
"LHX4-AS1","LHX4-AS1"
"TLCD4-RWDD3","TLCD4-RWDD3"
"ARL2-SNX15","ARL2-SNX15"
"HSPB2-C11orf52","HSPB2-C11orf52"
"FKBP1A-SDCBP2","FKBP1A-SDCBP2"
"KLRC4-KLRK1","KLRC4-KLRK1"
"ARMCX5-GPRASP2","ARMCX5-GPRASP2"
"CORO7-PAM16","CORO7-PAM16"
"RNASEK-C17orf49","RNASEK-C17orf49"
"TMEM256-PLSCR3","TMEM256-PLSCR3"
"ZNF559-ZNF177","ZNF559-ZNF177"
"CHURC1-FNTB","CHURC1-FNTB"
"MIA-RAB4B","MIA-RAB4B"
"AP1M2","AP1M2"
"NPHP3-ACAD11","NPHP3-ACAD11"
"NDUFC2-KCTD14","NDUFC2-KCTD14"
"MSH5-SAPCD1","MSH5-SAPCD1"
"PIR-FIGF","PIR-FIGF"
"PPT2-EGFL8","PPT2-EGFL8"
"C8orf44-SGK3","C8orf44-SGK3"
"ZHX1-C8orf76","ZHX1-C8orf76"
"RTEL1-TNFRSF6B","RTEL1-TNFRSF6B"
"ZNF670-ZNF695","ZNF670-ZNF695"
"KRTAP29-1","KRTAP29-1"
"UBE2F-SCLY","UBE2F-SCLY"
"SEC24B-AS1","SEC24B-AS1"
"ZNF664-RFLNA","ZNF664-RFLNA"
"ARHGAP19-SLIT1","ARHGAP19-SLIT1"
"FAM24B-CUZD1","FAM24B-CUZD1"
"PRH1-PRR4","PRH1-PRR4"
"SENP3-EIF4A1","SENP3-EIF4A1"
"P2RX5-TAX1BP3","P2RX5-TAX1BP3"
"APOC4-APOC2","APOC4-APOC2"
"MAGEA10-MAGEA5","MAGEA10-MAGEA5"
"TM4SF19-DYNLT2B","TM4SF19-DYNLT2B"
"UBA2","UBA2"
"SAE1","SAE1"
"LINC00159","LINC00159"
"FARSB","FARSB"
"ABCC5","ABCC5"
"ABCB6","ABCB6"
"DNM1L","DNM1L"
"CDH8","CDH8"
"ABCC9","ABCC9"
"ABCF2","ABCF2"
"MIR4464","MIR4464"
"MIR2681","MIR2681"
"MIR4793","MIR4793"
"MIR4668","MIR4668"
"MIR4469","MIR4469"
"MIR4648","MIR4648"
"MIR4653","MIR4653"
"MIR4486","MIR4486"
"MIR4523","MIR4523"
"MIR4436B1","MIR4436B1"
"MIR4731","MIR4731"
"MIR4686","MIR4686"
"MIR4526","MIR4526"
"MIR3689D1","MIR3689D1"
"MIR4728","MIR4728"
"MIR4699","MIR4699"
"MIR4787","MIR4787"
"MIR548AN","MIR548AN"
"MIR4534","MIR4534"
"MIR4769","MIR4769"
"MIR4760","MIR4760"
"MIR4720","MIR4720"
"MIR4480","MIR4480"
"MIR4804","MIR4804"
"MIR4726","MIR4726"
"MIR4466","MIR4466"
"MIR4536-1","MIR4536-1"
"MIR4772","MIR4772"
"MIR4505","MIR4505"
"MIR4779","MIR4779"
"MIR4655","MIR4655"
"MIR4795","MIR4795"
"MIR4483","MIR4483"
"MIR4530","MIR4530"
"MIR4420","MIR4420"
"MIR4796","MIR4796"
"MIR4754","MIR4754"
"MIR378D2","MIR378D2"
"MIR4739","MIR4739"
"MIR4752","MIR4752"
"MIR4719","MIR4719"
"MIR4643","MIR4643"
"MIR4633","MIR4633"
"MIR4708","MIR4708"
"MIR4641","MIR4641"
"MIR4498","MIR4498"
"MIR4465","MIR4465"
"MIR4514","MIR4514"
"MIR4500","MIR4500"
"MIR4513","MIR4513"
"MIR4490","MIR4490"
"MIR4783","MIR4783"
"MIR548O2","MIR548O2"
"MIR4718","MIR4718"
"MIR378D1","MIR378D1"
"MIR4634","MIR4634"
"MIR4734","MIR4734"
"MIR4729","MIR4729"
"MIR4652","MIR4652"
"MIR4439","MIR4439"
"MIR4782","MIR4782"
"MIR4737","MIR4737"
"MIR3689F","MIR3689F"
"MIR4437","MIR4437"
"MIR4667","MIR4667"
"MIR548AL","MIR548AL"
"MIR4797","MIR4797"
"MIR4765","MIR4765"
"MIR4736","MIR4736"
"MIR4509-1","MIR4509-1"
"MIR4753","MIR4753"
"MIR4756","MIR4756"
"MIR4468","MIR4468"
"MIR4473","MIR4473"
"MIR4646","MIR4646"
"MIR4519","MIR4519"
"MIR4454","MIR4454"
"MIR4457","MIR4457"
"MIR4669","MIR4669"
"MIR4640","MIR4640"
"MIR4705","MIR4705"
"MIR4717","MIR4717"
"MIR4673","MIR4673"
"MIR4759","MIR4759"
"MIR3976","MIR3976"
"MIR4661","MIR4661"
"MIR4799","MIR4799"
"MIR4768","MIR4768"
"MIR3960","MIR3960"
"MIR4762","MIR4762"
"MIR4721","MIR4721"
"MIR3975","MIR3975"
"MIR4516","MIR4516"
"MIR4663","MIR4663"
"MIR4701","MIR4701"
"MIR4733","MIR4733"
"MIR4472-1","MIR4472-1"
"MIR4639","MIR4639"
"MIR4651","MIR4651"
"MIR4637","MIR4637"
"MIR4422","MIR4422"
"MIR4802","MIR4802"
"MIR4522","MIR4522"
"MIR4540","MIR4540"
"MIR3974","MIR3974"
"MIR4503","MIR4503"
"MIR4788","MIR4788"
"MIR4738","MIR4738"
"MIR4766","MIR4766"
"MIR4489","MIR4489"
"MIR4645","MIR4645"
"MIR4676","MIR4676"
"MIR4475","MIR4475"
"MIR4529","MIR4529"
"MIR4791","MIR4791"
"MIR4690","MIR4690"
"MIR4510","MIR4510"
"MIR4740","MIR4740"
"MIR4764","MIR4764"
"MIR4678","MIR4678"
"MIR3977","MIR3977"
"MIR4450","MIR4450"
"MIR4710","MIR4710"
"MIR4674","MIR4674"
"MIR4499","MIR4499"
"MIR4757","MIR4757"
"MIR4666A","MIR4666A"
"MIR4472-2","MIR4472-2"
"MIR4650-1","MIR4650-1"
"MIR3973","MIR3973"
"MIR4478","MIR4478"
"MIR4749","MIR4749"
"MIR4781","MIR4781"
"MIR4777","MIR4777"
"MIR4664","MIR4664"
"MIR4493","MIR4493"
"MIR4682","MIR4682"
"MIR4482","MIR4482"
"MIR1245B","MIR1245B"
"MIR4460","MIR4460"
"MIR4636","MIR4636"
"MIR4484","MIR4484"
"MIR4424","MIR4424"
"MIR4491","MIR4491"
"MIR4650-2","MIR4650-2"
"MIR4716","MIR4716"
"MIR3689C","MIR3689C"
"MIR4790","MIR4790"
"MIR4747","MIR4747"
"MIR4794","MIR4794"
"MIR548AE2","MIR548AE2"
"MIR4638","MIR4638"
"MIR4677","MIR4677"
"MIR3689D2","MIR3689D2"
"MIR548AI","MIR548AI"
"MIR4659A","MIR4659A"
"MIR4451","MIR4451"
"MIR4660","MIR4660"
"MIR4670","MIR4670"
"MIR4642","MIR4642"
"MIR550A3","MIR550A3"
"MIR4531","MIR4531"
"MIR4774","MIR4774"
"MIR4730","MIR4730"
"MIR2467","MIR2467"
"MIR4533","MIR4533"
"MIR4735","MIR4735"
"MIR4785","MIR4785"
"MIR4743","MIR4743"
"MIR4467","MIR4467"
"MIR4688","MIR4688"
"MIR4713","MIR4713"
"MIR4746","MIR4746"
"MIR4770","MIR4770"
"MIR4803","MIR4803"
"MIR4784","MIR4784"
"MIR4511","MIR4511"
"MIR4671","MIR4671"
"MIR4456","MIR4456"
"MIR4675","MIR4675"
"MIR548AC","MIR548AC"
"MIR4732","MIR4732"
"MIR4654","MIR4654"
"MIR3064","MIR3064"
"MIR4723","MIR4723"
"MIR4427","MIR4427"
"MIR4684","MIR4684"
"MIR4444-1","MIR4444-1"
"MIR4789","MIR4789"
"MIR4712","MIR4712"
"MIR4440","MIR4440"
"MIR4681","MIR4681"
"MIR4436A","MIR4436A"
"MIR4520-1","MIR4520-1"
"MIR4696","MIR4696"
"MIR4691","MIR4691"
"MIR4515","MIR4515"
"MIR4518","MIR4518"
"MIR4521","MIR4521"
"MIR4443","MIR4443"
"MIR5047","MIR5047"
"MIR4711","MIR4711"
"MIR4692","MIR4692"
"MIR4462","MIR4462"
"MIR4761","MIR4761"
"MIR4535","MIR4535"
"MIR4727","MIR4727"
"MIR4786","MIR4786"
"MIR4434","MIR4434"
"MIR4744","MIR4744"
"MIR4689","MIR4689"
"MIR4703","MIR4703"
"MIR4748","MIR4748"
"MIR4694","MIR4694"
"MIR4672","MIR4672"
"MIR4644","MIR4644"
"MIR4714","MIR4714"
"MIR4755","MIR4755"
"MIR4801","MIR4801"
"MIR4449","MIR4449"
"MIR1343","MIR1343"
"MIR4632","MIR4632"
"MIR4658","MIR4658"
"MIR4474","MIR4474"
"MIR4780","MIR4780"
"MIR4725","MIR4725"
"MIR4471","MIR4471"
"MIR2682","MIR2682"
"MIR4497","MIR4497"
"MIR4476","MIR4476"
"MIR4693","MIR4693"
"MIR3689E","MIR3689E"
"MIR4778","MIR4778"
"MIR4767","MIR4767"
"MIR4742","MIR4742"
"MIR4429","MIR4429"
"MIR4488","MIR4488"
"MIR4798","MIR4798"
"MIR4432","MIR4432"
"MIR4715","MIR4715"
"MIR548AD","MIR548AD"
"MIR4446","MIR4446"
"MIR4635","MIR4635"
"MIR4479","MIR4479"
"MIR4423","MIR4423"
"MIR4685","MIR4685"
"MIR4470","MIR4470"
"MIR4698","MIR4698"
"MIR4706","MIR4706"
"MIR3978","MIR3978"
"MIR378F","MIR378F"
"MIR4441","MIR4441"
"MIR2392","MIR2392"
"MIR378E","MIR378E"
"MIR4435-1","MIR4435-1"
"C8orf37-AS1","C8orf37-AS1"
"TPTE2P5","TPTE2P5"
"NR1H3","NR1H3"
"DIO2-AS1","DIO2-AS1"
"DNM3OS","DNM3OS"
"COX17","COX17"
"PARTICL","PARTICL"
"LOC100630923","LOC100630923"
"WDR87BP","WDR87BP"
"LINC00659","LINC00659"
"RAET1E-AS1","RAET1E-AS1"
"PYCARD-AS1","PYCARD-AS1"
"SPATA8-AS1","SPATA8-AS1"
"LOC100652758","LOC100652758"
"PRICKLE2-AS1","PRICKLE2-AS1"
"LOC100652768","LOC100652768"
"DSG2-AS1","DSG2-AS1"
"NNT-AS1","NNT-AS1"
"SNX29P1","SNX29P1"
"GS1-24F4.2","GS1-24F4.2"
"KIAA2012","KIAA2012"
"CACNA1C-AS1","CACNA1C-AS1"
"LINC01023","LINC01023"
"TMCO5B","TMCO5B"
"ALOX15P1","ALOX15P1"
"LINC00904","LINC00904"
"LOC100652999","LOC100652999"
"CEP295NL","CEP295NL"
"SCAMP2","SCAMP2"
"SCAMP3","SCAMP3"
"IL18BP","IL18BP"
"RWDD2B","RWDD2B"
"CDH9","CDH9"
"MUC12","MUC12"
"DPP3","DPP3"
"SNUPN","SNUPN"
"HUWE1","HUWE1"
"PCAT1","PCAT1"
"HIF1A-AS2","HIF1A-AS2"
"RCAN3AS","RCAN3AS"
